ID,Poem Content,Label
1705,小桃谢后，双双燕，飞来几家庭户。轻烟晓暝，湘水暮云遥度，帘外余寒未卷，共斜入、红楼深处。相将占得雕梁，似约韶光留住。堪举。翩翩翠羽。杨柳岸，泥香半和梅雨。落花风软，戏促乱红飞舞。多少呢喃意绪。尽日向、流莺分诉。还过短墙，谁会万千言语。,6
1706,露下天高秋水清，空山独夜旅魂惊。疏灯自照孤帆宿，新月犹悬双杵鸣。南菊再逢人卧病，北书不至雁无情。步檐倚仗看牛斗，银汉遥应接凤城。,2
1707,弹破庄周梦，两翅驾东风，三百座名园、一采一个空。谁道风流种，唬杀寻芳的蜜蜂。轻轻飞动，把卖花人搧过桥东。,6
1708,楚塞三湘接，荆门九派通。江流天地外，山色有无中。郡邑浮前浦，波澜动远空。襄阳好风日，留醉与山翁。,4
1709,娉娉袅袅十三余，豆蔻梢头二月初。春风十里扬州路，卷上珠帘总不如。多情却似总无情，唯觉樽前笑不成。蜡烛有心还惜别，替人垂泪到天明。,1
1710,大树无枝向北风，十年遗恨泣英雄。班师诏已来三殿，射虏书犹说两宫。每忆上方谁请剑，空嗟高庙自藏弓。栖霞岭上今回首，不见诸陵白露中。,5
1711,十年离乱后，长大一相逢。问姓惊初见，称名忆旧容。别来沧海事，语罢暮天钟。明日巴陵道，秋山又几重。,1
1712,我有吴趋曲，无人知此音。姑苏成蔓草，麋鹿空悲吟。未夸观涛作，空郁钓鳌心。举手谢东海，虚行归故林。,1
1713,我有所念人，隔在远远乡。我有所感事，结在深深肠。乡远去不得，无日不瞻望。肠深解不得，无夕不思量。况此残灯夜，独宿在空堂。秋天殊未晓，风雨正苍苍。不学头陀法，前心安可忘。,0
1714,春阴漠漠。海棠花底东风恶。人情不似春情薄。守定花枝，不放花零落。绿尊细细供春酌。酒醒无奈愁如昨。殷勤待与东风约。莫苦吹花，何似吹愁却。,6
1715,独立苍茫醉不归。日暮天寒，归去来兮。探梅踏雪几何时。今我来思，杨柳依依。白石冈头曲岸西。一片闲愁，芳草萋萋。多情山鸟不须啼。桃李无言，下自成蹊。,1
1716,东风吹碧草，年华换、行客老沧洲。见梅吐旧英，柳摇新绿，恼人春色，还上枝头，寸心乱，北随云黯黯，东逐水悠悠。斜日半山，暝烟两岸，数声横笛，一叶扁舟。青门同携手，前欢记、浑似梦里扬州。谁念断肠南陌，回首西楼。算天长地久，有时有尽，奈何绵绵，此恨难休。拟待倩人说与，生怕人愁。,2
1717,秋风揽辔下边城，万里河流绕骑清。樽俎试看酬壮节，壶觞到处迓行旌。寒骄强弩云传箭，飚转轻车火作营。慷慨十年长剑在，登楼一笑暮山横。,6
1718,十五年来，逢寒食节，皆在天涯。叹雨濡露润，还思宰柏，风柔日媚，羞看飞花。麦饭纸钱，只鸡斗酒，几误林间噪喜鸦。天笑道，此不由乎我，也不由他。鼎中炼熟丹砂。把紫府清都作一家。想前人鹤驭，常游绛阙，浮生蝉蜕，岂恋黄沙。帝命守坟，王令修墓，男子正当如是邪。又何必，待过家上冢，书锦荣华。,2
1719,潮满冶城渚，日斜征虏亭。蔡洲新草绿，幕府旧烟青。兴废由人事，山川空地形。后庭花一曲，幽怨不堪听。,5
1720,松叶堪为酒，春来酿几多。不辞山路远，踏雪也相过。,4
1721,绿水接柴门，有如桃花源。忘忧或假草，满院罗丛萱。暝色湖上来，微雨飞南轩。故人宿茅宇，夕鸟栖杨园。还惜诗酒别，深为江海言。明朝广陵道，独忆此倾樽。,1
1722,似东风老大，那复有、当时风气。有情不收，江山身是寄。浩荡何世。但忆临官道，暂来不住，便出门千里。痴心指望回风坠。扇底相逢，钗头微缀。他家万条千缕，解遮亭障驿，不隔江水。瓜洲曾舣，等行人岁岁。日下长秋，城乌夜起。帐庐好在春睡。共飞归湖上，草青无地。愔愔雨、春心如腻。欲待化、丰乐楼前，青门都废。何人念、流落无几。点点抟作，雪绵松润，为君裛泪。,6
1723,笑艳秋莲生绿浦。红脸青腰，旧识凌波女。照影弄妆娇欲语。西风岂是繁花主。可恨良辰天不与。才过斜阳，又是黄昏雨。朝落暮开空自许。竟无人解知心苦。,6
1724,一勺西湖水。渡江来，百年歌舞，百年酣醉。回首洛阳花石尽，烟渺黍离之地。更不复、新亭堕泪。簇乐红妆摇画舫，问中流、击楫何人是？千古恨，几时洗？余生自负澄清志。更有谁、磻溪未遇，傅岩未起。国事如今谁倚仗，衣带一江而已！便都道、江神堪恃。借问孤山林处士，但掉头、笑指梅花蕊。天下事，可知矣！,5
1725,似带如丝柳，团酥握雪花。帘卷玉钩斜，九衢尘欲暮，逐香车。,0
1726,端州石工巧如神，踏天磨刀割紫云。佣刓抱水含满唇，暗洒苌弘冷血痕。纱帷昼暖墨花春，轻沤漂沫松麝薰。干腻薄重立脚匀，数寸光秋无日昏。圆毫促点声静新，孔砚宽顽何足云！,6
1727,长空澹澹孤鸟没，万古销沉向此中。看取汉家何事业，五陵无树起秋风。,2
1728,画舸、荡桨，随浪前，隔岸虹。□荷点断秋容。疑水仙游泳，向别浦相逢。鲛丝雾吐渐收，细腰无力转娇慵。罗袜凌波成旧恨，有谁更赋惊鸿。想媚魂杳信，算密锁瑶宫。游人漫劳倦□，奈何不逐东风。,5
1729,牛渚西江夜，青天无片云。登舟望秋月，空忆谢将军。余亦能高咏，斯人不可闻。明朝挂帆席，枫叶落纷纷。,5
1730,举目纵然非我有，思量似在故山时。鹤盘远势投孤屿，蝉曳残声过别枝。凉月照窗攲枕倦，澄泉绕石泛觞迟。青云未得平行去，梦到江南身旅羁。,2
1731,萧萧江上荻花秋，做弄许多愁。半竿落日，两行新雁，一叶扁舟。惜分长怕君先去，直待醉时休。今宵眼底，明朝心上，后日眉头。,1
1732,故园三径吐幽丛，一夜玄霜坠碧空。多少天涯未归客，尽借篱落看秋风。,6
1733,昏旦变气候，山水含清晖。清晖能娱人，游子憺忘归。出谷日尚早，入舟阳已微。林壑敛暝色，云霞收夕霏。芰荷迭映蔚，蒲稗相因依。披拂趋南径，愉悦偃东扉。虑澹物自轻，意惬理无违。寄言摄生客，试用此道推。,4
1734,大堤杨柳雨沉沉，万缕千条惹恨深。飞絮满天人去远，东风无力系春心。,6
1735,近日门前溪水涨。郎船几度偷相访。船小难开红斗帐。无计向。合欢影里空惆怅。愿妾身为红菡萏。年年生在秋江上。重愿郎为花底浪。无隔障。随风逐雨长来往。,0
1736,滴不尽相思血泪抛红豆，开不完春柳春花满画楼。睡不稳纱窗风雨黄昏后，忘不了新愁与旧愁。咽不下玉粒金莼噎满喉；照不见菱花镜里形容瘦。展不开的眉头，挨不明的更漏。呀！恰便似遮不住的青山隐隐，流不断的绿水悠悠。,0
1737,君王游乐万机轻，一曲霓裳四海兵。玉辇升天人已尽，故宫犹有树长生。,5
1738,嫩箨香苞初出林，於陵论价重如金。皇都陆海应无数，忍剪凌云一寸心。,6
1739,大鹏一日同风起，扶摇直上九万里。假令风歇时下来，犹能簸却沧溟水。世人见我恒殊调，闻余大言皆冷笑。宣父犹能畏后生，丈夫未可轻年少。,1
1740,高阁横秀气，清幽并在君。檐飞宛溪水，窗落敬亭云。猿啸风中断，渔歌月里闻。闲随白鸥去，沙上自为群。,4
1741,渐渐之石，维其高矣。山川悠远，维其劳矣。武人东征，不皇朝矣。渐渐之石，维其卒矣。山川悠远，曷其没矣？武人东征，不皇出矣。有豕白蹢，烝涉波矣。月离于毕，俾滂沱矣。武人东征，不皇他矣。,3
1742,后土之花，天下无二本。方其初开，帅臣以金瓶飞骑，进之天上，间亦分致贵邸。余客辇下，有以一枝已下共缺十八行。朱钿宝玦，天上飞琼，比人间春别。江南江北曾未见，漫拟梨云梅雪。淮山春晚，问谁识、芳心高洁？消几番、花落花开，老了玉关豪杰！金壶翦送琼枝，看一骑红尘，香度瑶阙。韶华正好，应自喜、初乱长安蜂蝶。杜郎老矣，想旧事、花须能说。记少年，一梦扬州，二十四桥明月。,6
1743,周郎年少，正雄姿历落，江东人杰。八十万军飞一炬，风卷滩前黄叶。楼舻云崩，旌旗电扫，熛射江流血。咸阳三月，火光无此横绝。想他豪竹哀丝，回头顾曲，虎帐谈兵歇。公瑾伯符天挺秀，中道君臣惜别。吴蜀交疏，炎刘鼎沸，老魅成奸黠。至今遗恨，秦淮夜夜幽咽。,5
1744,烽火照西京，心中自不平。牙璋辞凤阙，铁骑绕龙城。雪暗凋旗画，风多杂鼓声。宁为百夫长，胜作一书生。,3
1745,齐公凿新河，万古流不绝。丰功利生人，天地同朽灭。两桥对双阁，芳树有行列。爱此如甘棠，谁云敢攀折。吴关倚此固，天险自兹设。海水落斗门，湖平见沙汭。我行送季父，弭棹徒流悦。杨花满江来，疑是龙山雪。惜此林下兴，怆为山阳别。瞻望清路尘，归来空寂灭。,1
1746,床前明月光，疑是地上霜。举头望明月，低头思故乡。,2
1747,园林晴昼春谁主。暖律潜催，幽谷暄和，黄鹂翩翩，乍迁芳树。观露湿缕金衣，叶映如簧语。晓来枝上绵蛮，似把芳心深意低诉。无据。乍出暖烟来，又趁游蜂去。恣狂踪迹，两两相呼，终朝雾吟风舞。当上苑柳秾时，别馆花深处。此际海燕偏饶，都把韶光与。,6
1748,一带江山如画，风物向秋潇洒。水浸碧天何处断？霁色冷光相射。蓼屿荻花洲，掩映竹篱茅舍。云际客帆高挂，烟外酒旗低亚。多少六朝兴废事，尽入渔樵闲话。怅望倚层楼，寒日无言西下。,5
1749,苍颜华发，故山归计何时决！旧交新贵音书绝，惟有佳人，犹作殷勤别。离亭欲去歌声咽，潇潇细雨凉吹颊。泪珠不用罗巾浥，弹在罗衫，图得见时说。,1
1750,一向年光有限身，等闲离别易销魂，酒筵歌席莫辞频。满目山河空念远，落花风雨更伤春，不如怜取眼前人。,1
1751,清川带长薄，车马去闲闲。流水如有意，暮禽相与还。荒城临古渡，落日满秋山。迢递嵩高下，归来且闭关。,4
1752,清瑟怨遥夜，绕弦风雨哀。孤灯闻楚角，残月下章台。芳草已云暮，故人殊未来。乡书不可寄，秋雁又南回。,2
1753,娇软不胜垂，瘦怯那禁舞。多事年年二月风，翦出鹅黄缕。一种可怜生，落日和烟雨。苏小门前长短条，即渐迷行处。,6
1754,水满田畴稻叶齐，日光穿树晓烟低。黄莺也爱新凉好，飞过青山影里啼。,4
1755,修蛇横洞庭，吞象临江岛。积骨成巴陵，遗言闻楚老。水穷三苗国，地窄三湘道。岁晏天峥嵘，时危人枯槁。思归阴丧乱，去国伤怀抱。郢路方丘墟，章华亦倾倒。风悲猿啸苦，木落鸿飞早。日隐西赤沙，月明东城草。关河望已绝，氛雾行当扫。长叫天可闻，吾将问苍昊。,3
1756,王濬楼船下益州，金陵王气黯然收。千寻铁锁沉江底，一片降幡出石头。人世几回伤往事，山形依旧枕寒流。今逢四海为家日，故垒萧萧芦荻秋。,5
1757,为春瘦。更瘦如梅花，花应知否。任枕函云坠，离怀半中酒。雨声楼阁春寒里，寂寞收灯后。甚年年、斗草心期，探花时候。娇懒强拈绣。暗背里相思，闲供晴昼。玉合罗囊，兰膏渍红豆。舞衣叠损金泥凤，妒折阑干柳。几多愁、两点天涯远岫。,0
1758,晴烟漠漠柳毵毵，不那离情酒半酣。更把玉鞭云外指，断肠春色在江南。,1
1759,满宫明月梨花白，故人万里关山隔。金雁一双飞，泪痕沾绣衣。小园芳草绿，家住越溪曲。杨柳色依依，燕归君不归。,2
1760,闻道黄龙戍，频年不解兵。可怜闺里月，长在汉家营。少妇今春意，良人昨夜情。谁能将旗鼓，一为取龙城。,3
1761,勿言草卉贱，幸宅天池中。微根才出浪，短干未摇风。宁知寸心里，蓄紫复含红！,6
1762,对酒寂不语，怅然悲送君。明时未得用，白首徒攻文。泽国从一官，沧波几千里。群公满天阙，独去过淮水。旧家富春渚，尝忆卧江楼。自闻君欲行，频望南徐州。穷巷独闭门，寒灯静深屋。北风吹微雪，抱被肯同宿。君行到京口，正是桃花时。舟中饶孤兴，湖上多新诗。潜虬且深蟠，黄鹄举未晚。惜君青云器，努力加餐饭。,1
1763,淳熙丁酉，自江陵移帅隆兴，到官之三月被召，司马监、赵卿、王漕饯别。司马赋《水调歌头》，席间次韵。时王公明枢密薨，坐客终夕为兴门户之叹，故前章及之。我饮不须劝，正怕酒樽空。别离亦复何恨？此别恨匆匆。头上貂蝉贵客，苑外麒麟高冢，人世竟谁雄？一笑出门去，千里落花风。孙刘辈，能使我，不为公。余发种种如是，此事付渠侬。但觉平生湖海，除了醉吟风月，此外百无功。毫发皆帝力，更乞鉴湖东。,1
1764,匹马西从天外归，扬鞭只共鸟争飞。送君九月交河北，雪里题诗泪满衣。,1
1765,蜀江春色浓如雾。拥双旌归去。海棠也似别君难，一点点、啼红雨。此去马蹄何处。沙堤新路。禁林赐宴赏花时，还忆著、西楼否。,1
1766,城阙辅三秦，风烟望五津。与君离别意，同是宦游人。海内存知己，天涯若比邻。无为在歧路，儿女共沾巾。,1
1767,日落征途远，怅然临古城。颓墉寒雀集，荒堞晚乌惊。萧森灌木上，迢递孤烟生。霞景焕余照，露气澄晚清。秋风转摇落，此志安可平！,5
1768,并刀昨夜匣中鸣，燕赵悲歌最不平；易水潺湲云草碧，可怜无处送荆卿！,5
1769,马上逢寒食，愁中属暮春。可怜江浦望，不见洛阳人。北极怀明主，南溟作逐臣。故园肠断处，日夜柳条新。,2
1770,滁州之西南，泉水之涯，欧阳公作州之二年，构亭曰“丰乐”，自为记，以见其名义。既又直丰乐之东几百步，得山之高，构亭曰“醒心”，使巩记之。凡公与州之宾客者游焉，则必即丰乐以饮。或醉且劳矣，则必即醒心而望，以见夫群山之相环，云烟之相滋，旷野之无穷，草树众而泉石嘉，使目新乎其所睹，耳新乎其所闻，则其心洒然而醒，更欲久而忘归也。故即其所以然而为名，取韩子退之《北湖》之诗云。噫！其可谓善取乐于山泉之间，而名之以见其实，又善者矣。虽然，公之乐，吾能言之。吾君优游而无为于上，吾民给足而无憾于下。天下之学者，皆为材且良；夷狄鸟兽草木之生者，皆得其宜，公乐也。一山之隅，一泉之旁，岂公乐哉？乃公所寄意于此也。若公之贤，韩子殁数百年而始有之。今同游之宾客，尚未知公之难遇也。后百千年，有慕公之为人而览公之迹，思欲见之，有不可及之叹，然后知公之难遇也。则凡同游于此者，其可不喜且幸欤！而巩也，又得以文词托名于公文之次，其又不喜且幸欤！庆历七年八月十五日记。,4
1771,萋萋结绿枝，晔晔垂朱英。常恐零露降，不得全其生。叹息聊自思，此生岂我情。昔我未生时，谁者令我萌。弃置勿重陈，委化何足惊。,6
1772,天边老人归未得，日暮东临大江哭。陇右河源不种田，胡骑羌兵入巴蜀。洪涛滔天风拔木，前飞秃鹙后鸿鹄。九度附书向洛阳，十年骨肉无消息。,2
1773,青青一树伤心色，曾入几人离恨中。为近都门多送别，长条折尽减春风。,1
1774,霜冷离鸿惊失伴，有人同病相怜。拟凭尺素寄愁边，愁多书屡易，双泪落灯前。莫对月明思往事，也知消减年年。无端嘹唳一声传，西风吹只影，刚是早秋天。,6
1775,日落泛澄瀛，星罗游轻桡。憩榭面曲汜，临流对回潮。辍策共骈筵，并坐相招要。哀鸿鸣沙渚，悲猿响山椒。亭亭映江月，浏浏出谷飚。斐斐气幂岫，泫泫露盈条。近瞩祛幽蕴，远视荡喧嚣。晤言不知罢，从夕至清朝。,4
1776,片云载雨过江鸥。水色澹汀洲。小莲玉惨红怨，翠被又经秋。凉意思，到南楼。小帘钩。半窗灯晕，几叶芭蕉，客梦床头。,2
1777,越梅半拆轻寒里，冰清淡薄笼蓝水。暖觉杏梢红，游丝狂惹风。闲阶莎径碧，远梦犹堪惜。离恨又迎春，相思难重陈。,6
1778,胡人吹笛戍楼间，楼上萧条海月闲。借问落梅凡几曲，从风一夜满关山。,3
1779,竹树绕吾庐，清深趣有余。鹤闲临水久，蜂懒采花疏。酒病妨开卷，春阴入荷锄。尝怜古图画，多半写樵渔。,4
1780,北郭清溪一带流，红桥风物眼中秋，绿杨城郭是扬州。西望雷塘何处是？香魂零落使人愁，淡烟芳草旧迷楼。,5
1781,别样幽芬，更无浓艳催开处。凌波欲去，且为东风住。忒煞萧疏，争奈秋如许。还留取，冷香半缕，第一湘江雨。,6
1782,入夏偏宜澹薄妆，越罗衣褪郁金黄，翠钿檀注助容光。相见无言还有恨，几回判却又思量，月窗香径梦悠飏。,0
1783,午枕梦初残，高楼上，独凭阑干。清商应律金风至，砧声断续，笳音幽怨，雁阵惊寒。景物不堪看，凝眸处愁有千般。秋光谈薄人情似，迢迢野水，茫茫衰草，隐隐青山。,4
1784,斜阳照墟落，穷巷牛羊归。野老念牧童，倚杖候荆扉。雉雊麦苗秀，蚕眠桑叶稀。田夫荷锄至，相见语依依。即此羡闲逸，怅然吟式微。,4
1785,莫许杯深琥珀浓，未成沉醉意先融。疏钟已应晚来风。瑞脑香消魂梦断，辟寒金小髻鬟松。醒时空对烛花红。,1
1786,河边独自看星宿，夜织天丝难接续。抛梭振镊动明珰，为有秋期眠不足。遥愁今夜河水隔，龙驾车辕鹊填石。流苏翠帐星渚间，环佩无声灯寂寂。两情缠绵忽如故。复畏秋风生晓路。幸回郎意且斯须，一年中别今始初。明星未出少停车。,0
1787,马蹄踏水乱明霞，醉袖迎风受落花。怪见溪童出门望，雀声先我到山家。,4
1788,江水苍苍，望倦柳愁荷，共感秋色。废阁先凉，古帘空暮，雁程最嫌风力。故园信息，爱渠入眼南山碧。念上国，谁是、脍鲈江汉未归客。还又岁晚，瘦骨临风，夜闻秋声，吹动岑寂。露蛩悲，青灯冷屋，翻书愁上鬓毛白。年少俊游浑断得，但可怜处，无奈苒苒魂惊，采香南浦，剪梅烟驿。,2
1789,万里衡阳雁，今年又北归。双双瞻客上，一一背人飞。云里相呼疾，沙边自宿稀。系书元浪语，愁寂故山薇。欲雪违胡地，先花别楚云。却过清渭影，高起洞庭群。塞北春阴暮，江南日色曛。伤弓流落羽，行断不堪闻。,2
1790,汉江明月照归人，万里秋风一叶身。休把客衣轻浣濯，此中犹有帝京尘。,1
1791,为向东坡传语。人在玉堂深处。别后有谁来，雪压小桥无路。归去。归去。江上一犁春雨。,2
1792,剔秃圞一轮天外月，拜了低低说：是必常团圆，休着些儿缺，愿天下有情底都似你者。,6
1793,玉惨花愁出凤城，莲花楼下柳青青。尊前一唱阳关曲，别个人人第五程。寻好梦，梦难成。有谁知我此时情，枕前泪共阶前雨，隔个窗儿滴到明。,1
1794,可怜池内萍，葐蒀紫复青。巧随浪开合，能逐水低平。微根无所缀，细叶讵须茎？飘泊终难测，留连如有情。,6
1795,蜀主窥吴幸三峡，崩年亦在永安宫。翠华想像空山里，玉殿虚无野寺中。古庙杉松巢水鹤，岁时伏腊走村翁。武侯祠堂常邻近，一体君臣祭祀同。,5
1796,烟漠漠，雨凄凄，岸花零落鹧鸪啼。远客扁舟临野渡，思乡处，潮退水平春色暮。,2
1797,买陂塘、旋栽杨柳，依稀淮岸江浦。东皋嘉雨新痕涨，沙觜鹭来鸥聚。堪爱处最好是、一川夜月光流渚。无人独舞。任翠幄张天，柔茵藉地，酒尽未能去。青绫被，莫忆金闺故步。儒冠曾把身误。弓刀千骑成何事，荒了邵平瓜圃。君试觑。满青镜、星星鬓影今如许。功名浪语。便似得班超，封侯万里，归计恐迟暮。,4
1798,寒山几堵，风低削碎中原路。秋空一碧无今古，醉袒貂裘，略记寻呼处。男儿身手和谁赌。老来猛气还轩举。人间多少闲狐兔。月黑沙黄，此际偏思汝。,6
1799,滩头细草接疏林，浪恶罾舡半欲沉。宿鹭眠鸥飞旧浦，去年沙觜是江心。,4
1800,才近中秋月已清，鸦青幕挂一团冰。忽然觉得今宵月，元不黏天独自行。,6
1801,萧萧山路穷秋雨，淅淅溪风一岸蒲。为问寒沙新到雁，来时还下杜陵无。,2
1802,枕前发尽千般愿，要休且待青山烂。水面上秤锤浮，直待黄河彻底枯。白日参辰现，北斗回南面。休即未能休，且待三更见日头。,0
1803,十轮霜影转庭梧，此夕羁人独向隅。未必素娥无怅恨，玉蟾清冷桂花孤。,2
1804,漾舟雪浪映花颜，徐福携将竟不还。同作危时避秦客，此行何似武陵滩。,5
1805,居庸关上子规啼，饮马流泉落日低。雨雪自飞千嶂外，榆林只隔数峰西。,2
1806,白梅懒赋赋红梅，逞艳先迎醉眼开。冻脸有痕皆是血，酸心无恨亦成灰。误吞丹药移真骨，偷下瑶池脱旧胎。江北江南春灿烂，寄言蜂蝶漫疑猜。,6
1807,拥旄为汉将，汗马出长城。长城地势险，万里与云平。凉秋八九月，虏骑入幽并。飞狐白日晚，瀚海愁云生。羽书时断绝，刁斗昼夜惊。乘墉挥宝剑，蔽日引高旍。云屯七萃士，鱼丽六郡兵。胡笳关下思，羌笛陇头鸣。骨都先自詟，日逐次亡精。玉门罢斥候，甲第始修营。位登万庾积，功立百行成。天长地自久，人道有亏盈。未穷激楚乐，已见高台倾。当令麟阁上，千载有雄名！,5
1808,飞絮飞花何处是，层冰积雪摧残，疏疏一树五更寒。爱他明月好，憔悴也相关。最是繁丝摇落后，转教人忆春山。湔裙梦断续应难。西风多少恨，吹不散眉弯。,6
1809,华山畿，华山畿，君既为侬死，独生为谁施？欢若见怜时，棺木为侬开。,0
1810,麦陇青青三月时，白雉朝飞挟两雌。锦衣绣翼何离褷，犊牧采薪感之悲。春天和，白日暖。啄食饮泉勇气满，争雄斗死绣颈断。雉子班奏急管弦，倾心酒美尽玉碗。枯杨枯杨尔生稊，我独七十而孤栖。弹弦写恨意不尽，瞑目归黄泥。,0
1811,十二楼前生碧草。珠箔当门，团扇迎风小。赵瑟秦筝弹未了，洞房一夜乌啼晓。忍把千金酬一笑？毕竟相思，不似相逢好。锦字无凭南雁杳，美人家在长干道。,0
1812,白云在天，丘陵自出。道里悠远，山川间之。将子无死，尚复能来。,1
1813,蜀国曾闻子规鸟，宣城又见杜鹃花。一叫一回肠一断，三春三月忆三巴。,2
1814,门有车马客，问君何乡士。捷步往相讯，果得旧邻里。凄凄声中情，慊慊增下俚。语昔有故悲，论今无新喜。清晨相访慰，日暮不能已。欢戚竞寻叙，谈调何终止。辞端竟未究，忽唱分途始。前悲尚未弭，后戚方复起。嘶声盈我口，谈言在我耳。“手迹可传心，愿尔笃行李。”,1
1815,锦带吴钩，征思横雁水。夜吟敲落霜红，船傍枫桥系。相思不管年华，唤酒吴娃市。因话、驻马新堤步秋绮。淮楚尾。暮云送、人千里。细雨南楼，香密锦温曾醉。花谷依然，秀靥偷春小桃李。为语梦窗憔悴。,1
1816,寂寞深闺，柔肠一寸愁千缕。惜春春去。几点催花雨。倚遍阑干，只是无情绪。人何处。连天衰草，望断归来路。,1
1817,海燕虽微渺，乘春亦暂来。岂知泥滓贱，只见玉堂开。绣户时双入，华堂日几回。无心与物竞，鹰隼莫相猜。,6
1818,秦川朝望迥，日出正东峰。远近山河净，逶迤城阙重。秋声万户竹，寒色五陵松。客有归欤叹，凄其霜露浓。,4
1819,沉沉戍鼓，萧萧厩马，起视霜华满地。猛然记得别伊时，正今夕、邮亭天气。北征车辙，南征归梦，知是调停无计。人间事事不堪凭，但除却、无凭两字。,2
1820,丝丝杨柳丝丝雨。春在溟濛处。楼儿忒小不藏愁。几度和云飞去、觅归舟。天怜客子乡关远。借与花消遣。海棠红近绿阑干。才卷朱帘却又、晚风寒。,2
1821,暝色蒹葭外，苍茫旅眺情。残雪和雁断，新月带潮生。天到水中尽，舟随树杪行。离家今几宿，厌听棹歌声。,2
1822,已驾七香车，心心待晓霞。风轻惟响珮，日薄不嫣花。桂嫩传香远，榆高送影斜。成都过卜肆，曾妒识灵槎。,0
1823,欧阳文忠公尝问余：“琴诗何者最善？答以退之听颖师琴诗最善。公曰：此诗最奇丽，然非听琴，乃听琵琶也。余深然之。建安章质夫家善琵琶者，乞为歌词。余久不作，特取退之词，稍加隐括，使就声律，以遗之云。昵昵儿女语，灯火夜微明。恩怨尔汝来去，弹指泪和声。忽变轩昂勇士，一鼓填然作气，千里不留行。回首暮云远，飞絮搅青冥。众禽里，真彩凤，独不鸣。跻攀寸步千险，一落百寻轻。烦子指间风雨，置我肠中冰炭，起坐不能平。推手从归去，无泪与君倾。,6
1824,陈同父自东阳来过余，留十日。与之同游鹅湖，且会朱晦庵于紫溪，不至，飘然东归。既别之明日，余意中殊恋恋，复欲追路。至鹭鸶林，则雪深泥滑，不得前矣。独饮方村，怅然久之，颇恨挽留之正是遂也。夜半投宿吴氏泉湖四望楼，闻邻笛悲甚，为赋《贺新郎》以见意。又五日，同父书来索词，心所同然者如此，可发千里一笑。把酒长亭说。看渊明、风流酷似，卧龙诸葛。何处飞来林间鹊，蹙踏松梢微雪。要破帽多添华发。剩水残山无态度，被疏梅料理成风月。两三雁，也萧瑟。佳人重约还轻别。怅清江、天寒不渡，水深冰合。路断车轮生四角，此地行人销骨。问谁使、君来愁绝？铸就而今相思错，料当初、费尽人间铁。长夜笛，莫吹裂。,1
1825,独游千里外，高卧七盘西。晓月临窗近，天河入户低。芳春平仲绿，清夜子规啼。浮客空留听，褒城闻曙鸡。,2
1826,杨柳阴中驻彩旌。芰荷香里劝金觥。小词流入管弦声。只有醉吟宽别恨，不须朝暮促归程。雨条烟叶系人情。,1
1827,竹影和诗瘦，梅花入梦香。可怜今夜月，不肯下西厢。,6
1828,香袅红霏，影高银烛，曾纵夜游浓醉。正锦温琼腻。被燕踏、暖雪惊翻庭砌。马嘶人散后，秋风换、故园梦里。吴霜融晓，陡觉暗动偷春花意。还似。海雾冷仙山，唤觉环儿半睡。浅薄朱唇，娇羞艳色，自伤时背。帘外寒挂澹月，向日秋千地。怀春情不断，犹带相思旧子。,6
1829,地道巴陵北，天山弱水东。相看万馀里，共倚一征蓬。零雨悲王粲，清尊别孔融。裴回闻夜鹤，怅望待秋鸿。骨肉胡秦外，风尘关塞中。唯馀剑锋在，耿耿气成虹。,1
1830,南山三十里，不见逾一旬。冒雨时立望，望之如朋亲。虬龙一掬波，洗荡千万春。日日雨不断，愁杀望山人。天事不可长，劲风来如奔。阴霪一以扫，浩翠写国门。长安百万家，家家张屏新。谁家最好山，我愿为其邻。,6
1831,泪墨洒为书，将寄万里亲。书去魂亦去，兀然空一身。,2
1832,亭亭山上松，瑟瑟谷中风。风声一何盛，松枝一何劲。冰霜正惨凄，终岁常端正。岂不罹凝寒，松柏有本性。,6
1833,绵绵瓜瓞。民之初生，自土沮漆。古公亶父，陶复陶冗，未有家室。古公亶父，来朝走马。率西水浒，至于岐下。爰及姜女，聿来胥宇。周原膴々，堇荼如饴。爰始爰谋，爰契我龟，曰止曰时，筑室于兹。乃慰乃止，乃左乃右，乃疆乃理，乃宣乃亩。自西徂东，周爰执事。乃召司空，乃召司徒，俾立室家。其绳则直，缩版以载，作庙翼翼。捄之陾，度之薨薨，筑之登登，削屡冯冯。百堵皆兴，鼛鼓弗胜。乃立皋门，皋门有伉。乃立应门，应门将将。乃立冢土，戎丑攸行。肆不殄厥愠，亦不陨厥问。柞棫拔矣，行道兑矣。混夷駾矣，维其喙矣！虞芮质厥成，文王蹶厥生。予曰有疏附，予曰有先后。予曰有奔奏，予曰有御侮！,5
1834,休舞银貂小契丹，满堂宾客尽关山。从今嫋嫋盈盈处，谁复端端正正看。模泪易，写愁难。潇湘江上竹枝斑。碧云日暮无书寄，寥落烟中一雁寒。,1
1835,柳絮飞时别洛阳，梅花发后到三湘。世情已逐浮云散，离恨空随江水长。,1
1836,池上无风有落晖，杨花晴后自飞飞。为将纤质凌清镜，湿却无穷不得归。,4
